gene,SRR4457115_adjacent_normal_1,SRR4457116_adjacent_normal_2,SRR4457117_adjacent_normal_4,SRR4457118_adjacent_normal_3,SRR4457119_adjacent_normal_5,SRR4457120_primary_tumor_1,SRR4457121_primary_tumor_2,SRR4457122_primary_tumor_3,SRR4457123_primary_tumor_4,SRR4457124_primary_tumor_5,SRR4457125_liver_metastasis_4,SRR4457126_liver_metastasis_1,SRR4457127_liver_metastasis_5,SRR4457128_liver_metastasis_2,SRR4457129_liver_metastasis_3,SRR4457130_liver_normal_1,SRR4457131_liver_normal_2,SRR4457132_liver_normal_3,SRR4457133_liver_normal_4,SRR4457134_liver_normal_5
ATAD3B,637.653812121075,724.8991562148909,567.8844456135353,344.3427425475348,530.923851034872,1473.0774096390594,1013.2619181775923,665.0452422619165,1066.9034528547998,615.3352215004608,1090.6607659116107,1147.215074912977,693.5544917618441,947.8809583867748,2116.340168633175,476.73200231311057,555.7403576742372,1106.6609820123242,189.36283821643045,629.8990290825728
RORA,452.62033985379884,292.8675674106006,213.89244655877036,291.25656973812323,263.99528504496396,285.65045234647636,173.13617895720523,327.9675167319041,126.44315685366432,205.3283315672076,225.04530975654274,272.1963718116504,584.4649792803601,317.7796687106014,673.0597698240731,2538.5979123173142,3825.0359067674176,4474.6602103266905,2330.159556579023,4393.89567175599
EEF1B2P1,11.386675216447768,31.156124192617092,29.944942518227844,2.8695228545627907,13.688644409738872,19.336338312684553,19.166366674229366,6.507291998648889,15.097690370586786,10.396371218592789,36.772109437343595,13.538562995867428,12.74038101973537,6.064497494477125,3.53312215130747,39.72766685942588,18.613313414926605,27.437875587082413,19.93293033857163,11.198204961467958
KIF19,80.65561611650503,148.51085865147482,219.2397577227396,137.73709701901393,204.35190583110173,14.941715968892607,12.777577782819574,16.918959196487116,16.35583123480235,129.3048670312478,10.296190642456203,14.251118943018346,8.759011951068068,41.238582962444454,7.066244302614941,240.35238449952655,273.8816116767772,141.76235719992582,55.81220494800056,211.3661186477077
PURA,5911.582216539134,5018.213069957526,4139.888303145,2232.488780849851,3434.8719865294756,2578.764391337113,2253.964720889373,1853.2767612152038,1792.8507315071804,1418.454898136754,2204.8556818631214,2412.0018811058553,2134.0138208056746,1822.3814970903766,5873.815576548671,7111.252367837233,4120.189876632682,7026.382639925357,9256.852849232662,4820.827235911956
AP000560.1,349.1913733043982,212.90018198288345,188.22535297171788,7.8911878500476735,54.75457763895549,323.44420450308706,121.38698893678598,110.62396397703114,18.87211296323348,23.391835241833782,141.94034242814624,162.46275595040916,134.57027452095483,26.683788975699354,634.195426159691,605.8469196062447,226.0188057526802,429.86005086429117,187.36954518257332,128.77935705688154
DTWD1,860.6428684431772,705.1669442262336,647.0246508402802,831.4442471095687,824.2519455292764,729.5073090694627,620.3514013558905,607.7810726738062,938.5730847048117,953.8670593058887,1189.9454613924386,404.0192220345701,624.2786699670331,963.0422021229676,996.3404466687068,808.4580205893167,675.3973724844798,564.7629391674462,394.6720207037182,390.53739803119515
NVL,446.9270022455749,534.8467986399269,522.9670318361934,414.6460524843232,476.1692733959165,574.8166025679863,574.9910002268808,426.2276259115023,552.9529098227408,534.1135713552046,423.6147007181981,473.84970485535996,539.0773718975529,781.7137270381015,731.3562853206464,210.5566343549572,212.7235818848755,283.52471439985163,165.44332181014445,296.75243147890086
CCDC3,1257.2787218161075,778.9031048154272,284.47695392316456,378.77701680228836,462.4806289861776,497.47124931724807,688.7114424939753,1052.2291161815256,320.1968499428614,608.8374894888402,889.8850483837148,946.9868537635692,1619.620937133859,1232.305890877752,643.0282315379596,1831.445442219533,2559.3305945524085,2174.451640276281,4496.869084381759,1878.49888228625
CKAP5,1193.7031185242745,1386.4475265714607,1413.829071753472,2010.1007596212344,1410.9081345180853,3019.984474653824,5226.668192062348,4013.6977047666355,11964.919618690026,4402.863211074046,2709.369023343476,6107.317023030511,4070.5517358054512,7939.640119769453,3144.4787146636495,1918.8463093102698,1633.9830133532,1657.7049833862293,1249.794732228441,1557.9502652642298
REV3L,452.62033985379884,348.9485909573114,373.24231924505415,457.6888953027651,251.28440095020645,579.2112249117782,646.5454358106706,473.08012830177427,490.67493704407053,682.9116344213138,222.8389831903021,555.0810828305647,520.7630741816832,425.1212743628465,932.7442479451722,415.1541186810005,452.0376115053604,818.5632883479586,526.2293609382908,737.6817518367018
PRPF4,451.6714502524282,430.99305133120316,472.7023068948823,672.1857286813338,640.4330063127829,1037.1308731348986,1280.3132938385215,1052.2291161815256,1360.050274217026,1406.109207314675,1049.4760033417858,1186.4056520062773,1018.4342077650963,1110.4094912387618,660.693842294497,429.05880208179946,558.3994024477981,455.0114368191168,494.3366723965763,473.12415962202135
TUT1,242.91573795088573,295.98317982986237,373.24231924505415,175.7582748419709,305.06121827418065,377.0585970973488,293.88428900485025,399.5477287170419,167.33273494067018,254.71109485552338,372.86918969466393,384.0676555143445,452.2835262006057,212.86386205614716,425.7412192325502,1036.8921050310157,635.5117008810655,770.5470060705645,462.4439838548617,697.0882588513805
CBWD2,187.88014107138818,313.63831687234534,241.6984646114105,398.8636767842279,243.46231843035568,429.7940652228521,509.8253535345011,428.17981351109705,738.5286872945369,753.7369133479773,478.7728648742134,458.17347401803977,382.21143059206116,329.90866369955563,305.61506608809617,274.1209013300386,337.6986862422398,77.74064749673352,39.865860677143246,274.356021555965
ISYNA1,958.378497384354,913.912976316768,372.17285701226035,436.8848546071848,490.83567812063666,601.1843366307378,504.07544353223227,413.86377111406944,335.92361074555595,255.3608680566854,1043.5924658318108,1152.9155224901842,570.9283244468912,952.7325563823564,544.1008113013504,1128.265738807695,1325.5338196201305,1051.7852308381594,1973.360103518591,1490.761035495422
TMEM218,428.8980998195326,391.5286273538881,463.07714679973776,431.86318961169997,479.10255434086054,306.7446395966777,381.41069681716436,407.35647911542054,246.5956093862508,439.24668398554536,402.2868772445388,306.39905727489446,558.9842172408894,314.1409702139151,307.3816271637499,500.5686024287661,582.3308054098467,201.2110876386044,219.26223372428788,401.73560299266296
TTC13,538.020403977157,437.22427616972647,564.6760589151537,723.1197593498233,439.9921417416066,700.502801600436,662.5174080391951,506.2673174948836,710.2205178496865,901.8852032129247,484.65640238418837,456.03580617658713,688.7768488794435,551.8692719974183,2278.8637875933186,204.59748432604331,352.32343249682503,423.0005819675206,279.06102474000284,482.92258896330566
AC106845.2,36.0578048520846,76.85177300845548,48.125800475723324,11.478091418251164,27.377288819477744,40.43052556288588,20.444124452511325,7.8087503983786695,3.7744225926466966,23.391835241833782,19.856939096165537,24.22690220313119,39.01741687293957,13.341894487849677,114.82646991749279,226.44770109872752,140.92937299873003,388.7032374836676,203.31588945343054,292.55310461835035
ANAPC2,635.7560329183337,1002.188661529183,794.6104389658318,682.9464393859441,729.4091949760858,578.3323004430197,537.9360246567041,607.7810726738062,417.07369648745987,615.3352215004608,717.0561340281997,800.2003286504802,898.1968618913437,550.0499227490753,1169.4634320827727,1309.0266230180828,1059.629342264036,1328.4504763412406,546.1622912768627,1185.6099502954205
ACBD6,764.8050187047418,717.6293939032802,756.1097985852531,982.8115776877556,657.0549316674659,1130.296866823288,1489.8655694767624,966.3328617993602,1623.0017148380796,1068.2271427104092,1128.903759726448,1246.9729075141056,1590.1588060257209,1294.1637653214184,870.9146102972916,782.6350371306899,749.8506261441861,571.622408064217,797.317213542865,601.9035166789027
TMC5,1621.6523287424366,2079.152021120647,4437.19880386169,1900.341510434208,1761.9240875963892,6142.803112152379,1530.7538183817853,1672.3740436527648,1518.5760231081877,2918.781219619926,2440.1971822621204,572.8949815093374,1004.101279117894,1095.2482475025688,3494.2578076430877,7.945533371885175,6.647611933902358,13.718937793541206,19.93293033857163,30.79506364403689
PIGQ,818.8917259828688,841.2153532006613,1022.4058945509222,715.9459522134163,701.0541458416266,1163.6959966361067,757.7103625212009,378.72439432136537,596.9878400702858,714.7505212782544,1237.7492036609854,708.9931674151628,372.6561448272596,577.3401614742222,948.6432976260561,1863.2275757070734,906.7342677842818,976.3310729736826,865.0891766940085,991.0411390899144
ALG8,470.64924227984113,549.3863232631479,587.1347658038245,794.1404500002523,791.0080948199106,1181.2744860112746,1436.1997427889205,1296.2525661308591,916.5556195810393,1198.1817829428192,1235.5428770947447,1397.322212362949,1104.4317796483099,659.2108776496634,855.0155606164078,1090.5244552912404,1512.9964761561769,926.0283010640317,1199.962406382012,981.2427097486301
AC108704.2,47.44448006853237,22.847824407919198,38.50064038057866,4.304284281844185,23.466247559552354,40.43052556288588,14.055335561101534,16.268229996622225,3.7744225926466966,14.944783626727135,29.417687549874863,19.23901057307477,39.81369068667304,25.470889476803926,77.72868732876434,43.70043354536847,55.83994024477982,100.6055438193022,11.959758203142975,30.79506364403689
AFG3L2,787.5783691376372,845.3695030930104,1518.6363705672693,1770.4956012652415,1541.9280167255856,683.8032366940265,1604.863769522139,765.9082682409744,1125.4070030408232,1916.8309434280454,693.5219839883,898.5330493573068,747.7011110957194,918.1649206638368,796.7190451198346,667.4248032383547,825.6334021906731,724.8172134254271,506.2964305997193,765.6772642403718
LINC02367,18.0289024260423,35.31027408496603,17.111395724701627,12.912852845532555,15.644165039701571,31.641280875301995,11.499820004537618,15.617500796757335,5.6616338889700435,3.898639206972296,11.031632831203074,9.975783260112843,22.295666784536902,12.735444738401963,215.52045122975568,146.99236737987576,2.659044773560944,73.16766823221978,21.92622337242879,55.99102480733979
PPIC,883.4162188760727,792.4040919655612,1264.1043591623327,1225.2862588983114,1183.0899811274312,409.5788024414092,512.3808690910649,1008.630259790578,837.2927451354586,397.6611991111743,633.9511666998034,486.67571190407654,787.5148017823926,473.0308045692158,130.72551959837642,480.7047689990532,430.7652533168729,390.98972711592455,546.1622912768627,237.96185543119407
MYL5,290.3602180194181,337.52467875335185,449.17413777341767,181.4973205510965,313.86106110901267,196.8790810018791,143.74775005672026,93.70500478054402,145.9443402490056,227.4206204067173,184.59598937546482,186.6896581535404,193.4945367372309,174.6575278409412,1233.0596308063073,464.8137022552828,436.08334286399474,308.6761003546772,302.98054114628866,334.54637322385526
ABCB10,236.2735107412912,185.89820768261532,227.7954555850904,536.6007738032419,349.0604324483412,455.2828748168454,605.0183080165069,516.6789846927219,470.5446832166214,614.0356750981367,308.88571927368616,389.76810309155184,471.39409773020867,499.10814379546747,383.34375341686064,186.72003423930164,417.47002944906825,370.41132042561264,127.5707541668584,432.5306666366999
AC009554.2,99.63340814391798,94.50691005093849,28.875480285433998,16.499756413736044,23.466247559552354,114.26018093859055,61.97125224667496,22.77552199527112,10.065126913724523,16.894103230213286,27.211360983634247,10.688339207263759,60.51680984374301,31.535386971281053,56.52995442091953,79.45533371885176,51.8513730844384,116.61097124510029,139.53051237000142,36.39416612477086
HLA-DRB5,247.66018595773892,1430.0661004411245,1297.257688378942,942.6382577238768,8885.885742550492,110.74448306355697,422.29894572218694,780.2243106380021,313.90614562178354,2977.2608077245104,435.38177573814795,887.132154202892,1152.2082084723174,442.1018673473825,1471.5453760195614,466.8000855982541,1971.68169959544,891.7309565801785,611.9409613941489,10408.731511684467
PIM2,872.9784332609955,1728.1263552171613,2268.3293957557594,1269.7638631440348,3042.790100221955,734.7808558820129,510.4642324236421,611.0347186731307,732.8670534055667,1712.8021582631625,772.2142981842153,743.1958528784066,707.0911465953129,820.5265110027551,397.4762420220905,325.76686824729217,854.8828946998434,669.9414622512624,1100.297754689154,790.8732254036746
RPS27AP16,55.03559687949755,35.31027408496603,94.11267648585894,76.04235564591393,89.95394897828402,86.13459793832209,204.44124452511326,40.34521039162311,109.4582551867542,129.95464023240987,120.61251895448696,158.18742026750363,33.44350017680535,75.19976893151636,45.930587966997116,43.70043354536847,79.7713432068283,9.145958529027473,11.959758203142975,16.797307442201937
VIL1,4685.616851568257,8150.442088788632,11924.503895651444,7614.278894582365,10333.948769037868,6241.242652653319,7722.768011936152,9741.416121977387,17681.911705685554,11656.281455646003,9288.634843872991,12373.53402227568,9220.850763033477,21501.069416919203,12546.116759292827,562.1464860608762,2144.519609876901,647.0765659286936,759.444645899579,2973.123417269743
AC022167.2,95.83784973843538,72.69762311610654,99.45998764982821,27.97784783198721,69.42098236367572,119.53372775114089,28.11067112220307,55.31198198851557,32.7116624696047,51.98185609296395,41.18476256982481,43.46591277620595,107.49696485401721,44.87728145913073,160.7570578844899,41.71405020239717,74.45325365970642,77.74064749673352,39.865860677143246,74.18810786972524
ENG,2236.532790430616,2980.6025477603685,2615.904621413761,2584.722711247433,2794.438980216693,1266.5301594808384,2496.099819873805,3783.339568014465,1485.8643606385824,1982.4580367454125,2103.364659816053,4048.030335764361,4320.581713317758,4246.361145632884,3215.141157689798,14605.876720867926,8987.571334635992,5249.780195661769,17618.717126263462,8957.164193554183
RPL9,49648.75061251638,39239.06134565505,40621.38398820887,50339.322056881385,56991.69323963282,51669.3327448994,33435.72666319313,26603.111148876396,40315.865852923576,31939.601703120537,49384.207532163695,46779.297930457724,31244.19190327353,32708.26078671293,24258.41669087709,42413.25713912307,31750.324118704448,18634.890502893475,46744.71493698432,15124.575576082661
MAML1,819.8406155842392,747.7469806228102,944.335151556971,1294.8721881214592,1082.3806686843525,1225.220709449194,1410.6445872232816,950.0646318027381,1867.710112928007,1660.1705289690362,978.1381110333392,831.5527903251207,784.3297065274588,1544.0210620938767,936.2773700964797,460.8409355693402,588.978417343749,610.4927318125838,422.5781231777185,953.24719734496
FUT6,849.2561932267295,1108.1194837840812,1829.8498803102802,989.9853848241628,1329.7540283746334,1620.7367203904691,341.8002056904237,197.82167675892623,763.0624341467404,777.1287485898109,1353.9490694829908,59.85469956067706,316.9169778659173,963.6486518724153,325.04723792028733,558.1737193749336,299.14253702560615,519.033146522309,695.6592688161497,165.1735231816524
RBP5,136.6401025973732,286.63634257207724,134.7522413320253,148.4978077236244,379.37100221276313,34.278054281577155,35.13833890275384,68.32656598581335,24.53374685220352,70.17550572550135,231.66428945526454,366.9663127827224,493.68976451474566,339.6118596907191,404.54248632470535,17782.103686279024,9748.05813987442,7200.155851976878,6239.007195972918,5809.068823761504
HM13,3803.1495222935546,4452.2101471249825,5228.600856129141,3771.270411609147,4410.676780880861,10576.098132569692,8063.9293387374355,7917.422174756105,11939.756801405716,4898.640163560691,17036.51830232128,9236.15018697019,12827.971139246052,9699.557292666716,2699.3053235989073,11260.807171304265,7017.219157427329,4698.736194287863,11317.917846240967,3271.275624368828
ACADS,4288.980998195326,5911.3552968125505,7618.848946423398,4193.0902712298775,7080.940201094922,762.9064388822815,500.2421701973864,322.7616831329849,521.4993882173518,903.1847496152486,1179.6492707499824,715.4061709395211,441.9319666220706,950.9132071340132,581.1985938900789,10976.75435325937,10864.856944770016,4271.162633055829,5553.314392326055,3617.020202554151
PPM1K,1024.800769480299,738.400143365025,489.813702619584,632.7297894310952,845.7626724588661,261.91949168999986,284.93998455687665,425.57689671163735,136.50828376738883,372.32004426585434,270.6427254588488,606.3851110254308,707.0911465953129,158.8898343553007,360.37845943336197,2697.5085797550173,1119.4578496691572,1392.4721860444324,2730.8114563843133,1331.1866147945034
ZNF443,138.53788180011452,43.618573869663926,108.01568551217902,121.23734060527791,189.68550110638157,418.36804712899306,260.6625867695193,199.12313515865605,422.7353303764299,188.43422833699432,383.900822525867,213.76678414527518,157.6622151192252,325.05706570397393,358.6118983577083,270.148134644096,70.46468649936502,150.90831572895328,247.16833619828816,135.778235157799
EFCAB11,204.96015389605984,153.70354601691096,281.268567224783,266.1482447606988,286.483772289535,171.39027140788582,213.38554897308688,337.0777255300125,647.9425450710162,280.7020229020053,103.6973486133089,206.64122467376603,273.91819192431046,324.45061595452626,233.18606198629303,202.61110098307202,102.3732237820963,86.88660602576097,179.39637304714464,132.97868391743202
GPS2,55.984486480868185,65.4278608044959,72.7234318299819,30.84737068655,39.11041259925392,35.156978750335554,28.749550011344052,44.24958559081245,49.69656413651482,25.341154845319927,24.269592228646765,52.016584142016974,93.1640362068149,71.5610704348301,120.12615314445401,21.850216772684234,31.908537282731324,112.03799198058651,45.845739778714744,89.58563969174368
CD96,392.84029496744796,521.3458114897926,418.159733022396,408.1896260615569,370.5711593779309,137.99114159506703,111.80380559967129,130.79656917284268,39.00236679068252,217.67402238928656,229.457962889024,326.3506237951202,445.913335690738,233.4831535373693,293.24913855852003,244.32515118546917,582.3308054098467,809.4173298189313,1084.3514104182964,723.6839956348668
FBL,4399.052191954322,4766.887001470413,6341.91104046754,5597.004327824723,8755.843620657972,8863.953267428351,9150.66232916624,6998.592544546881,16046.32858220532,10131.913525719836,10727.895207250618,13235.726718328291,7069.318918325664,10688.676834015934,3732.743552856343,4826.9115234202445,3843.649220182344,2229.3273914504457,3799.2165225317517,2144.456250121114
CCDC159,1131.0764048338115,1035.4218606679747,1112.2407221056058,563.8612409215883,934.7388611221687,489.56092909842255,364.7998456994989,290.87595233960536,250.37003197889752,348.2784358228585,454.5032726455667,610.6604467083363,544.6512885936871,348.10215618298696,2086.3086303470614,2008.2335597439785,967.8922975761836,1776.6024442635864,1686.3259066431594,1277.995141227531
ITGA6,1636.8345623643668,2730.315016746344,5179.4055934206235,4435.5649524404325,3506.248489523114,11279.237707576403,10240.589714040749,4670.934196630174,17027.678456293463,13026.653136896764,9103.303412308778,6244.840320830638,6939.526286687111,8319.88411267317,6085.802905627118,125.14215060719152,210.06453711131454,352.1194033675576,378.7256764328609,386.3380711706446
TMEM219,5332.759559703038,4785.580675985985,6491.635753058679,4661.539877237253,6060.158432254395,4094.9090999453333,2630.26438659341,2211.177821140893,2638.9504626921484,2705.655609638773,5890.156489673695,1825.5683366006501,2645.2216092225563,1975.8132837006478,2040.378042380064,9993.49459848858,4885.994771418234,4033.367711301115,7821.681864855506,2873.739348236715
SARAF,5102.179386569971,4617.337605345852,7184.647279909095,7790.754550137976,5944.782715086595,8535.235516112713,2458.405965414487,4355.330534695702,2034.4137774365693,5751.142603485299,11232.408548730971,2367.8234123824977,4131.068545649194,2752.06896299372,2722.270617582406,8005.124872174315,12545.373241660533,8668.082195885787,10402.996343700532,6310.188495787194
VEZF1,2305.8017313306727,1797.708365914006,1437.357240874937,2203.793552304223,1649.4816513735339,1847.4992333301327,2526.12712766343,1488.2176800910013,2421.2920931828558,2266.4089256532284,1576.052610484546,1722.2477242637674,1442.0518766712976,2397.295859566808,955.7095419286708,1112.3746720639247,1041.0160288491097,1047.2122515736455,1116.2440989600113,1044.232612656887
TMUB2,1647.2723479794436,1858.982076826153,1993.4776019277397,1388.849061608391,1541.9280167255856,1456.3778447326501,1190.8702493587846,1266.969752136939,1121.6325804481764,885.6408731838734,1584.1424745607615,1107.3119418725257,1426.9226742103617,1103.1320942453892,1475.0784981708691,1265.3261894727145,1321.545252459789,1042.639272309132,1174.0495969418687,1216.4050139394571
GARS,2379.8151202375834,2088.498858378432,2820.171907877387,2985.7385301725835,2738.706642262756,8970.303128148116,12987.768937346958,6273.029486697529,8113.75043332618,7487.986370191457,9145.959059256096,15286.462734228631,4490.188035642986,6454.444683372004,6349.020505899524,2413.4557617101223,2585.921042288018,1996.1054489602454,4429.097121230615,1380.178761500926
TRMT10A,168.90234904397522,92.42983510476404,139.03009026320072,164.28018342371976,194.57430268128826,224.12573953338912,279.19007455460775,139.25604877108628,151.6059741379756,373.61959066817843,192.6858534516804,139.6609656415798,121.82989350121949,169.1994800959118,348.01253190378577,329.7396349332348,289.83588031814287,283.52471439985163,271.0878526045741,284.1544508972495
TIPARP-AS1,32.26224644660201,40.50296145040222,63.09827173483725,52.36879209577093,113.42019653783638,72.07180643818788,30.666186678766984,85.24552518230045,35.85701463014361,53.28140249528805,128.70238303070258,26.36457004458394,108.29323866775066,16.980592984535953,81.26180948007182,111.23746720639248,79.7713432068283,80.02713712899038,83.71830742200083,146.97644011926695
HOOK2,2127.4104862729914,2310.745877619101,2312.177347300307,1220.2645939028266,2101.206916894917,2486.477322117482,1551.1979428342966,1201.246102950585,1567.0144463804866,2035.739439240701,2001.1381955802374,1765.0010810928222,2019.3503916280567,1470.640642410703,6154.698787577613,1231.5576726422025,896.098088690038,1362.7478208250936,1219.8953367205836,1268.1967118862465
FKBP2,46.49559046716172,11.423912203959599,13.90300902632007,29.412609259268603,43.99921417416065,16.699564906409385,27.47179223306209,39.69448119175823,20.130253827449046,14.295010425565088,23.53415003989989,32.065017621791284,54.942893147608785,24.864439727356213,26.498416134806032,37.741283516454594,19.942835801707076,22.86489632256868,11.959758203142975,13.997756201834948
PHKA2,173.64679705082847,554.5790106285842,375.38124371064185,377.34225537500697,401.85948945733406,323.44420450308706,440.8264335072754,561.5792994833993,564.9052480327888,462.63851922737916,376.54640063839827,451.7604704936816,762.0340397429219,616.152945438876,582.9651549657326,923.6682544816516,1124.775939216279,1570.8183773604685,396.6653137375752,1599.943533869735
RBM10,1636.8345623643668,1919.2172502652127,1964.6021216423053,1690.1489613374836,1951.6095887027707,1757.8489375167776,1650.8630495402892,2070.620313970077,2247.039583489,2272.906657664849,1904.7952688543976,2009.407770965587,2087.829939609134,2427.0118972897462,1575.7724794831315,1656.6437080380595,1590.1087745894442,1168.3962020832594,685.6928036468638,1895.2961897284522
AGK,507.65593673329636,370.7578778921434,448.10467554062376,624.1212208674068,434.1255798517186,710.1709707567783,780.7100025302761,1127.7137033658526,1095.2116222996497,1285.9011650996958,683.2257933458437,979.0518713853604,1141.856648893783,965.4680011207583,1128.8325273427367,242.33876784249787,728.5782679556987,612.7792214448406,231.22199192743085,578.1073311357834
CBLB,607.2893448772143,709.3210941185823,725.0953938342312,703.0330993678838,646.299568202671,1190.0637306988585,896.9859603539343,812.1100414313814,1139.2465525471946,956.4661521105368,996.5241657520113,755.3093039799724,1348.091566650749,1421.5182127054386,1349.6526617994534,508.51413580065133,881.4733424354529,875.7255291543803,621.9074265634348,1576.1473483266152
ENSA,7029.374166953756,8438.116968833796,10089.306704177196,8099.228257003477,9713.070969024711,4722.461170638823,4263.238827237752,4864.851498189911,5767.317721564152,5781.681943939916,5272.385051126324,4211.205647661921,5748.300661341853,5784.924159981731,10882.01622602701,10553.654701206484,6130.427725444756,8379.984502221421,13747.74205451285,6809.908392192701
SIL1,654.7338249457466,768.5177300845547,896.2093510812475,776.9233128728755,856.5180359236609,669.7404451938922,594.1573669011102,487.3961706988019,735.3833351339978,799.8708106304828,1246.5745099259475,444.6349110221724,529.5220861327514,725.9203500889121,505.23646763696826,4147.568420124062,2518.115400562214,2169.8786610117677,3081.6310303431733,918.2528068403726
SFRP4,235.32462113992054,103.85374730872364,8.555697862350812,103.30282276426044,404.79277040227817,146.78038628265094,1900.664695194412,1271.5248565359932,83.66636747033509,20.792742437185577,186.80231594170544,103.32061233688302,454.672347641806,187.9994223287909,91.86117593399423,3.9727666859425876,6.647611933902358,4.572979264513736,187.36954518257332,5.599102480733979
DNAJB2,1973.6903708509462,1855.8664644068915,2036.2560912394933,1796.3213069563071,1654.370452948441,1286.7454222622812,1189.5924915805024,1417.2881973057285,1731.201829160618,976.6091213465604,1706.9613200814892,1630.3280070812991,1633.1575919673278,1539.1694640982944,734.8894074719539,2673.671979639362,1946.4207742466108,2048.6947105021536,1758.0844558620174,1209.4061358385395
FAM76B,106.2756353535125,87.23714773932785,96.25160095144665,131.99805130988835,131.01988220750064,315.53388428426155,411.4380046067904,489.99908749826136,221.4327921019395,361.2738998460995,229.457962889024,361.978421152666,453.0798000143391,291.0958797349021,494.6371011830459,186.72003423930164,345.6758205629227,800.2713712899038,350.81957395886064,1277.995141227531
TMSB10,49756.92402707264,52028.65032672437,75421.6850433208,52520.15942634911,107066.71001108758,49078.263410999665,61405.20555089603,70483.73328336545,93195.5263759038,59784.982465719004,71875.50054842053,74804.83588785045,58354.13016564294,49691.88601999612,70731.3389080999,15434.198574886954,15554.082402944741,11491.896891723018,43880.352847331575,15789.468995669822
